2026-01-14 18:36:48.031,35.1
2026-01-14 18:36:48.232,35.7
2026-01-14 18:36:48.434,35.7
2026-01-14 18:36:48.634,35.7
2026-01-14 18:36:48.836,35.7
2026-01-14 18:36:49.037,35.7
2026-01-14 18:36:49.238,35.7
2026-01-14 18:36:49.439,35.6
2026-01-14 18:36:49.640,35.6
2026-01-14 18:36:49.842,35.7
2026-01-14 18:36:50.043,35.7
2026-01-14 18:36:50.244,35.7
2026-01-14 18:36:50.446,35.7
2026-01-14 18:36:50.647,35.8
2026-01-14 18:36:50.849,35.8
2026-01-14 18:36:51.050,35.8
2026-01-14 18:36:51.252,34.1
2026-01-14 18:36:51.454,34.1
2026-01-14 18:36:51.655,34.1
2026-01-14 18:36:51.856,34.1
2026-01-14 18:36:52.058,34.1
2026-01-14 18:36:52.259,34.1
2026-01-14 18:36:52.461,34.1
2026-01-14 18:36:52.662,34.1
2026-01-14 18:36:52.864,34.1
2026-01-14 18:36:53.065,34.1
2026-01-14 18:36:53.267,34.0
2026-01-14 18:36:53.468,34.0
2026-01-14 18:36:53.669,34.0
2026-01-14 18:36:53.871,34.0
2026-01-14 18:36:54.072,34.0
2026-01-14 18:36:54.274,34.0
2026-01-14 18:36:54.476,34.0
2026-01-14 18:36:54.677,34.1
2026-01-14 18:36:54.878,34.1
2026-01-14 18:36:55.080,34.1
2026-01-14 18:36:55.281,34.1
2026-01-14 18:36:55.483,34.1
2026-01-14 18:36:55.685,34.1
2026-01-14 18:36:55.886,34.1
2026-01-14 18:36:56.087,34.1
2026-01-14 18:36:56.289,34.1
2026-01-14 18:36:56.490,34.1
2026-01-14 18:36:56.692,34.1
2026-01-14 18:36:56.893,34.1
2026-01-14 18:36:57.094,34.1
2026-01-14 18:36:57.295,34.1
2026-01-14 18:36:57.497,34.1
2026-01-14 18:36:57.698,34.1
2026-01-14 18:36:57.900,34.1
2026-01-14 18:36:58.101,34.0
2026-01-14 18:36:58.303,34.0
2026-01-14 18:36:58.504,34.0
2026-01-14 18:36:58.705,34.0
2026-01-14 18:36:58.907,34.1
2026-01-14 18:36:59.109,34.1
2026-01-14 18:36:59.310,34.1
2026-01-14 18:36:59.511,34.1
2026-01-14 18:36:59.712,34.2
2026-01-14 18:36:59.914,34.2
2026-01-14 18:37:00.115,34.2
2026-01-14 18:37:00.316,34.2
2026-01-14 18:37:00.518,34.2
2026-01-14 18:37:00.719,34.2
2026-01-14 18:37:00.921,34.2
2026-01-14 18:37:01.123,34.2
2026-01-14 18:37:01.324,34.1
2026-01-14 18:37:01.525,34.1
2026-01-14 18:37:01.727,34.1
2026-01-14 18:37:01.928,34.1
2026-01-14 18:37:02.130,34.1
2026-01-14 18:37:02.331,34.1
2026-01-14 18:37:02.532,34.1
2026-01-14 18:37:02.734,34.1
2026-01-14 18:37:02.936,34.1
2026-01-14 18:37:03.137,34.1
2026-01-14 18:37:03.339,34.1
2026-01-14 18:37:03.541,34.1
2026-01-14 18:37:03.742,34.1
2026-01-14 18:37:03.943,34.1
2026-01-14 18:37:04.145,34.2
2026-01-14 18:37:04.346,34.2
2026-01-14 18:37:04.547,34.2
2026-01-14 18:37:04.749,34.2
2026-01-14 18:37:04.951,34.2
2026-01-14 18:37:05.152,34.2
2026-01-14 18:37:05.354,34.2
2026-01-14 18:37:05.555,34.1
2026-01-14 18:37:05.756,34.1
2026-01-14 18:37:05.958,34.1
