2025-12-10 17:44:04.176,28.3
2025-12-10 17:44:04.378,27.8
2025-12-10 17:44:04.581,27.6
2025-12-10 17:44:04.783,27.5
2025-12-10 17:44:04.984,27.7
2025-12-10 17:44:05.185,27.4
2025-12-10 17:44:05.387,27.2
2025-12-10 17:44:05.588,27.1
2025-12-10 17:44:05.790,27.1
2025-12-10 17:44:05.991,27.2
2025-12-10 17:44:06.193,27.1
2025-12-10 17:44:06.394,27.1
2025-12-10 17:44:06.596,26.8
2025-12-10 17:44:06.798,26.8
2025-12-10 17:44:06.999,26.6
2025-12-10 17:44:07.201,26.5
2025-12-10 17:44:07.402,26.3
2025-12-10 17:44:07.604,26.0
2025-12-10 17:44:07.806,26.2
2025-12-10 17:44:08.007,27.0
2025-12-10 17:44:08.209,27.4
2025-12-10 17:44:08.410,28.0
2025-12-10 17:44:08.612,28.0
2025-12-10 17:44:08.813,27.5
2025-12-10 17:44:09.015,27.8
2025-12-10 17:44:09.217,28.5
2025-12-10 17:44:09.418,27.8
2025-12-10 17:44:09.620,27.5
2025-12-10 17:44:09.821,27.8
2025-12-10 17:44:10.023,27.0
2025-12-10 17:44:10.224,24.3
2025-12-10 17:44:10.426,23.9
2025-12-10 17:44:10.627,23.4
2025-12-10 17:44:10.828,22.7
2025-12-10 17:44:11.030,22.5
2025-12-10 17:44:11.231,22.2
2025-12-10 17:44:11.433,22.1
2025-12-10 17:44:11.634,22.0
2025-12-10 17:44:11.836,22.0
2025-12-10 17:44:12.037,22.2
2025-12-10 17:44:12.239,22.2
2025-12-10 17:44:12.441,22.3
2025-12-10 17:44:12.642,22.4
2025-12-10 17:44:12.843,21.5
2025-12-10 17:44:13.045,21.1
2025-12-10 17:44:13.282,21.2
2025-12-10 17:44:13.483,21.3
2025-12-10 17:44:13.684,20.3
2025-12-10 17:44:13.886,20.6
2025-12-10 17:44:14.087,19.7
2025-12-10 17:44:14.288,20.4
2025-12-10 17:44:14.490,20.0
2025-12-10 17:44:14.691,19.4
2025-12-10 17:44:14.893,20.7
2025-12-10 17:44:15.095,21.4
2025-12-10 17:44:15.296,19.0
2025-12-10 17:44:15.498,18.6
2025-12-10 17:44:15.699,18.5
2025-12-10 17:44:15.901,18.0
2025-12-10 17:44:16.102,13.0
2025-12-10 17:44:16.304,14.8
2025-12-10 17:44:16.505,16.1
2025-12-10 17:44:16.707,17.3
2025-12-10 17:44:16.908,18.6
2025-12-10 17:44:17.109,18.7
2025-12-10 17:44:17.311,19.5
2025-12-10 17:44:17.514,19.4
2025-12-10 17:44:17.715,19.4
2025-12-10 17:44:17.916,19.2
2025-12-10 17:44:18.118,19.3
2025-12-10 17:44:18.319,19.2
2025-12-10 17:44:18.521,19.1
2025-12-10 17:44:18.722,18.9
2025-12-10 17:44:18.923,18.8
2025-12-10 17:44:19.124,18.5
2025-12-10 17:44:19.326,18.4
2025-12-10 17:44:19.527,18.5
2025-12-10 17:44:19.728,18.3
2025-12-10 17:44:19.929,18.3
2025-12-10 17:44:20.131,18.1
2025-12-10 17:44:20.332,18.9
2025-12-10 17:44:20.534,18.6
2025-12-10 17:44:20.736,19.1
2025-12-10 17:44:20.937,24.8
2025-12-10 17:44:21.139,24.0
2025-12-10 17:44:21.340,23.7
2025-12-10 17:44:21.542,23.7
2025-12-10 17:44:21.743,23.9
2025-12-10 17:44:21.944,23.8
2025-12-10 17:44:22.146,23.8
2025-12-10 17:44:22.347,23.7
2025-12-10 17:44:22.549,23.8
2025-12-10 17:44:22.750,23.7
2025-12-10 17:44:22.952,23.8
2025-12-10 17:44:23.153,23.8
2025-12-10 17:44:23.355,23.9
2025-12-10 17:44:23.556,24.3
2025-12-10 17:44:23.758,24.4
2025-12-10 17:44:23.960,24.9
2025-12-10 17:44:24.161,25.6
2025-12-10 17:44:24.362,25.6
2025-12-10 17:44:24.564,25.5
2025-12-10 17:44:24.765,25.3
2025-12-10 17:44:24.967,25.1
2025-12-10 17:44:25.169,24.9
2025-12-10 17:44:25.370,24.9
2025-12-10 17:44:25.572,25.2
2025-12-10 17:44:25.773,25.6
2025-12-10 17:44:25.974,25.7
2025-12-10 17:44:26.176,25.4
2025-12-10 17:44:26.377,25.6
2025-12-10 17:44:26.579,26.0
2025-12-10 17:44:26.780,26.3
2025-12-10 17:44:26.982,26.9
2025-12-10 17:44:27.183,28.0
2025-12-10 17:44:27.385,27.8
2025-12-10 17:44:27.586,27.8
2025-12-10 17:44:27.788,27.8
2025-12-10 17:44:27.989,27.9
2025-12-10 17:44:28.191,27.9
2025-12-10 17:44:28.393,28.0
2025-12-10 17:44:28.594,28.1
2025-12-10 17:44:28.796,28.3
2025-12-10 17:44:28.997,28.3
2025-12-10 17:44:29.199,28.4
2025-12-10 17:44:29.401,28.5
2025-12-10 17:44:29.602,28.5
2025-12-10 17:44:29.803,28.4
2025-12-10 17:44:30.004,28.6
2025-12-10 17:44:30.206,28.9
2025-12-10 17:44:30.407,28.4
2025-12-10 17:44:30.609,28.5
2025-12-10 17:44:30.810,28.5
2025-12-10 17:44:31.012,29.3
2025-12-10 17:44:31.213,28.8
2025-12-10 17:44:31.415,28.9
2025-12-10 17:44:31.616,29.0
2025-12-10 17:44:31.818,29.1
2025-12-10 17:44:32.019,29.1
2025-12-10 17:44:32.221,29.4
2025-12-10 17:44:32.422,28.7
2025-12-10 17:44:32.624,28.5
2025-12-10 17:44:32.825,28.9
2025-12-10 17:44:33.026,28.9
2025-12-10 17:44:33.228,28.7
2025-12-10 17:44:33.430,28.9
2025-12-10 17:44:33.632,28.9
2025-12-10 17:44:33.833,29.0
2025-12-10 17:44:34.035,29.6
2025-12-10 17:44:34.236,30.3
2025-12-10 17:44:34.438,30.5
2025-12-10 17:44:34.639,29.8
2025-12-10 17:44:34.840,29.2
2025-12-10 17:44:35.042,29.4
2025-12-10 17:44:35.243,28.9
2025-12-10 17:44:35.445,28.7
2025-12-10 17:44:35.646,28.6
2025-12-10 17:44:35.848,28.8
2025-12-10 17:44:36.050,28.7
